,window_size,h_words,h_wordset
0,1.0,9.497286797312615,9.497286797312615
1,2.0,5.911632741860404,5.430635112232774
2,3.0,11.823277578906115,10.669349962641821
3,4.0,17.734920124286077,16.088778821566336
4,5.0,23.646568572544354,21.474804766045537
