,window_size,h_words,h_wordset
0,1.0,8.860329698332823,8.860329698332823
1,2.0,5.232974535887095,4.939433270391164
2,3.0,10.465982284872178,9.747903620613746
3,4.0,15.698986855763286,14.678091865381926
4,5.0,20.932005969725573,19.538025212653043
