,window_size,h_words,h_wordset
0,1.0,8.825180970521215,8.825180970521215
1,2.0,14.067533200353317,14.730936537299826
2,3.0,19.309832396850812,21.66972156637734
3,4.0,24.552180439319656,28.97135155893963
4,5.0,29.794548208825073,36.513668041474496
